i_index,alpha_i,phi_A,phi_B,phi_C,phi_D,phi_E,total_CS_change_per_trip,CS_toll_per_trip,CS_other_per_trip,trips_23,trips_25,trip_weight,phi_A_weighted,phi_B_weighted,phi_C_weighted,phi_D_weighted,phi_E_weighted,total_CS_change,CS_toll,CS_other,direct_CS_change_per_trip,direct_CS_change,decomposition_error,origin_county,Pop_group,Trip_purpose,Time_period,Trip_num,origin_region
238,0.077796230066411,-0.0005825394810209913,0.011719410632570518,-0.0004835477149782157,0.0,0.0,0.01065332343657131,-0.0010660871959992072,0.011719410632570518,52373.11991926131,52373.18513306182,52373.15252616157,-30.50942909202338,613.7824805763354,-25.324918230230992,0.0,0.0,557.948133254081,-55.83434732225438,613.7824805763354,0.010653323436571311,557.948133254081,0.0,34037,Student,Commute,Peak,52369,NJS
239,0.0381207077940872,-0.0006907292340736823,0.02075322110961876,-0.004645141120810476,0.0,0.0,0.015417350754734603,-0.005335870354884159,0.02075322110961876,4672.334029023425,4682.318466054894,4677.326247539159,-3.2307659764754537,97.06958581700358,-21.72684048789031,0.0,0.0,72.11197935263783,-24.957606464365764,97.06958581700358,0.015417350754734601,72.11197935263782,1.4210854715202004e-14,34037,Student,Other,Overnight,4672,NJS
240,0.0469675885645889,-0.00039781212787639436,0.01437416198525583,-0.0005368192570784835,0.0,0.0,0.013439530600300953,-0.0009346313849548779,0.01437416198525583,26353.669466300402,26353.734452792003,26353.701959546204,-10.483822253947379,378.8123808776711,-14.147174707191368,0.0,0.0,354.1813839165324,-24.63099696113875,378.8123808776711,0.01343953060030095,354.1813839165323,1.1368683772161603e-13,34037,Student,Other,Peak,26353,NJS
241,0.054662282421105,-0.0005740733996806634,0.014782668015911068,-0.0004510018359617297,0.0,0.0,0.013757592780268675,-0.001025075235642393,0.014782668015911068,10179.27824709159,10208.093900601682,10193.686073846635,-5.851924019690571,150.68987708809073,-4.597371134522349,0.0,0.0,140.2405819338778,-10.449295154212919,150.68987708809073,0.013757592780268677,140.24058193387782,-2.842170943040401e-14,34039,LowIncome,Commute,Overnight,10179,NJS
242,0.0459561640305671,-0.0031529466912981192,0.017031430965738933,0.0029644835902422053,0.0,0.0,0.01684296786468302,-0.0001884631010559139,0.017031430965738933,116301.06073695682,116301.14072883858,116301.1007328977,-366.69117075011906,1980.7741683717968,344.77270464978096,0.0,0.0,1958.8557022714588,-21.918466100338122,1980.7741683717968,0.01684296786468302,1958.8557022714588,0.0,34039,LowIncome,Commute,Peak,116300,NJS
243,0.05346963159339191,-0.0007863754236857303,0.008645238840821032,-0.003164625159106869,0.0,0.0,0.004694238258028434,-0.003951000582792599,0.008645238840821032,32201.81990703572,32298.029209018845,32249.924558027284,-25.360548088151546,278.80830040260554,-102.05892263563162,0.0,0.0,151.3888296788224,-127.41947072378316,278.80830040260554,0.004694238258028434,151.3888296788224,0.0,34039,LowIncome,Other,Overnight,32201,NJS
244,0.0666642693677195,-0.002851595268758613,0.00739135560142993,-0.002552938126532413,0.0,0.0,0.0019868222061389033,-0.005404533395291026,0.00739135560142993,178745.3518997891,178744.99267794268,178745.1722888659,-509.7088876123732,1321.1691304258668,-456.32536526985064,0.0,0.0,355.1348775436429,-966.0342528822239,1321.1691304258668,0.0019868222061389038,355.134877543643,-5.684341886080802e-14,34039,LowIncome,Other,Peak,178744,NJS
245,0.0358258339923212,0.0023653796273136315,-0.06868226868821645,-0.014658261597543128,0.0,0.0,-0.08097515065844595,-0.012292881970229496,-0.06868226868821645,30564.689948402338,30695.92223757845,30630.306092990395,72.45230201074008,-2103.7589130810798,-448.9870395238724,0.0,0.0,-2480.293650594212,-376.5347375131323,-2103.7589130810798,-0.08097515065844596,-2480.2936505942125,4.547473508864641e-13,34039,NotLowIncome,Commute,Overnight,30564,NJS
246,0.027684479961765797,0.017498479752676065,-0.08199551010562026,-0.0740353261528946,0.0,0.0,-0.13853235650583878,-0.056536846400218534,-0.08199551010562026,385641.26312742784,385642.1030229625,385641.6830751952,6748.143183079223,-31620.88652174057,-28551.107784623287,0.0,0.0,-53423.851123284636,-21802.964601544067,-31620.88652174057,-0.13853235650583878,-53423.851123284636,0.0,34039,NotLowIncome,Commute,Peak,385638,NJS
247,0.0316658257335616,-0.001258015464950149,0.011618252730209864,-0.008247666860258832,0.0,0.0,0.002112570405000883,-0.009505682325208981,0.011618252730209864,96121.32501443684,96561.43937947089,96341.38219695387,-121.19894871844093,1119.3185267419512,-794.5916252173466,0.0,0.0,203.52795280616368,-915.7905739357876,1119.3185267419512,0.002112570405007895,203.52795280683924,-6.755556114512729e-10,34039,NotLowIncome,Other,Overnight,96119,NJS
248,0.020677710617294995,-0.007120389264172263,0.009606142103868906,-0.01452927266153296,0.0,0.0,-0.012043519821836317,-0.02164966192570522,0.009606142103868906,534619.3521670469,534618.3122235815,534618.8321953141,-3806.694193187827,5135.624473472632,-7767.622782956054,0.0,0.0,-6438.692502671249,-11574.31697614388,5135.624473472632,-0.012043519821836315,-6438.692502671248,-9.094947017729282e-13,34039,NotLowIncome,Other,Peak,534616,NJS
249,0.042295062961549404,-0.0014486235865496032,0.015639252873672994,-0.0027671464208940248,0.0,0.0,0.011423482866229366,-0.004215770007443628,0.015639252873672994,7135.027364712922,7180.589654043291,7157.8085093781065,-10.36897023469058,111.94277729949256,-19.806704198170422,0.0,0.0,81.76710286663156,-30.175674432861005,111.94277729949256,0.011423482866229366,81.76710286663156,0.0,34039,Senior,Commute,Overnight,7134,NJS
250,0.048059427708735204,-0.006067528971329865,0.017854696635609783,0.002917386499907343,0.0,0.0,0.014704554164187263,-0.0031501424714225216,0.017854696635609783,57580.44840669337,57580.23342120173,57580.340913947555,-349.37038667442715,1028.0795191935238,167.98410924241304,0.0,0.0,846.6932417615097,-181.38627743201408,1028.0795191935238,0.014704554164187263,846.6932417615097,0.0,34039,Senior,Commute,Peak,57579,NJS
251,0.03959377670916969,-0.0008795578543616243,0.010710094939187155,-0.0052710264564662206,0.0,0.0,0.00455951062835931,-0.006150584310827845,0.010710094939187155,21425.52237296659,21496.781458963917,21461.151915965253,-18.87632473133526,229.85097452430617,-113.12229953529356,0.0,0.0,97.85235025767734,-131.99862426662884,229.85097452430617,0.004559510628359309,97.85235025767732,2.842170943040401e-14,34039,Senior,Other,Overnight,21425,NJS
252,0.0442705807156651,-0.0036656015948224605,0.009344338124109576,-0.004712881160403399,0.0,0.0,0.000965855368883716,-0.00837848275522586,0.009344338124109576,106542.2536446317,106542.17988010954,106542.21676237062,-390.541319680066,995.5664979197661,-502.1208061669917,0.0,0.0,102.9043720727083,-892.6621258470578,995.5664979197661,0.0009658553688837157,102.90437207270827,2.842170943040401e-14,34039,Senior,Other,Peak,106542,NJS
253,0.053340320170732404,-0.0005879574635026758,0.014337902379598633,-0.0007787845321975596,0.0,0.0,0.012971160383898398,-0.0013667419957002352,0.014337902379598633,5414.231444075932,5431.213895694241,5422.722669885086,-3.188330266264093,77.75046827244883,-4.223132537703559,0.0,0.0,70.33900546848119,-7.411462803967651,77.75046827244883,0.012971160383898396,70.33900546848118,1.4210854715202004e-14,34039,Student,Commute,Overnight,5414,NJS
254,0.077796230066411,-0.0007660502689475347,0.005379529650585384,0.001606748655890552,0.0,0.0,0.006220228037528402,0.0008406983869430173,0.005379529650585384,260277.48291085428,260277.49347897063,260277.48819491244,-199.38563983270146,1400.1704651244188,418.2005043157446,0.0,0.0,1618.985329607462,218.81486448304312,1400.1704651244188,0.006220228037528402,1618.985329607462,0.0,34039,Student,Commute,Peak,260277,NJS
255,0.0381207077940872,-0.0009616081482533864,0.010832613861664455,-0.006173310398650348,0.0,0.0,0.00369769531476072,-0.007134918546903735,0.010832613861664455,15576.347264367425,15631.533917486273,15603.94059092685,-15.004876417097021,169.03146314186284,-96.32796870989098,0.0,0.0,57.69861801487483,-111.332845126988,169.03146314186284,0.0036976953147607175,57.698618014874796,3.552713678800501e-14,34039,Student,Other,Overnight,15576,NJS
256,0.0469675885645889,-0.003373362264082717,0.008018738928462664,-0.004159383324476237,0.0,0.0,0.0004859933399037099,-0.007532745588558954,0.008018738928462664,86633.59635315221,86633.46976593244,86633.53305954233,-292.2462912272226,694.6916840548092,-360.34207274832113,0.0,0.0,42.103320079265444,-652.5883639755438,694.6916840548092,0.0004859933399037107,42.103320079265515,-7.105427357601002e-14,34039,Student,Other,Peak,86633,NJS
257,0.04819142076231229,-0.0010405373028251142,-0.44255200271129025,0.0011239815236069207,0.0,0.0,-0.4424685584905084,8.344422078180647e-05,-0.44255200271129025,34139.07430708066,34273.15146975804,34206.112888419346,-35.592736445047244,-15137.983763738459,38.447038880995905,0.0,0.0,-15135.12946130251,2.85430243594866,-15137.983763738459,-0.44246855849050837,-15135.129461302507,-1.8189894035458565e-12,36005,LowIncome,Commute,Overnight,34138,NYC
258,0.0386916661908589,-0.0061153836793747555,-0.03901281338992192,0.018510822734971955,0.0,0.0,-0.02661737433432472,0.012395439055597198,-0.03901281338992192,358995.9478059069,359000.71299039066,358998.33039814874,-2195.412530639625,-14005.534871116512,6645.354456151025,0.0,0.0,-9555.59294560511,4449.9419255114,-14005.534871116512,-0.02661737433432472,-9555.59294560511,0.0,36005,LowIncome,Commute,Peak,358993,NYC
259,0.0450538574377925,-0.0017188440372263268,0.15133296791291487,-0.006434291107776154,0.0,0.0,0.14317983276791238,-0.008153135145002481,0.15133296791291487,89703.65203899669,90333.06558228027,90018.35881063849,-154.72751928256594,13622.745405463611,-579.2043256318944,0.0,0.0,12888.81356054915,-733.9318449144604,13622.745405463611,0.1431798327679124,12888.813560549153,-3.637978807091713e-12,36005,LowIncome,Other,Overnight,89700,NYC
260,0.0573887023330507,-0.010139890760075048,0.10797044936044717,-0.008261979886184118,0.0,0.0,0.08956857871418801,-0.018401870646259165,0.10797044936044717,447760.20897959545,447765.9258902723,447763.06743493385,-4540.268590186347,48345.179597962015,-3699.4094569235262,0.0,0.0,40105.50155085215,-8239.678047109872,48345.179597962015,0.08956857871418801,40105.50155085215,0.0,36005,LowIncome,Other,Peak,447755,NYC
261,0.028768889152621838,-0.0015534761629583972,-0.11626144434687333,0.0008501971011087794,0.0,0.0,-0.11696472340872294,-0.0007032790618496179,-0.11626144434687333,44975.43655906692,45264.823467246875,45120.1300131569,-70.093046445023,-5245.73148444833,38.361003738837226,0.0,0.0,-5277.463527154515,-31.732042706185773,-5245.73148444833,-0.11696472340872292,-5277.463527154515,0.0,36005,NotLowIncome,Commute,Overnight,44975,NYC
262,0.01899751479575746,-0.011010849026107104,-0.21894733860957744,0.02447403437102913,0.0,0.0,-0.2054841532646554,0.013463185344922026,-0.21894733860957744,517051.4194787001,517054.4217534604,517052.9206160803,-5693.191647411401,-113207.36088919989,12654.370950798944,0.0,0.0,-106246.18158581234,6961.179303387544,-113207.36088919989,-0.20548415326465544,-106246.18158581236,1.4551915228366852e-11,36005,NotLowIncome,Commute,Peak,517049,NYC
263,0.028960418080973924,-0.003436444177341015,0.0637989245707391,-0.020135644458602893,0.0,0.0,0.040226835934795195,-0.023572088635943907,0.0637989245707391,105430.59681182838,106945.08667480467,106187.84174331653,-364.90859046322925,6774.670105711432,-2138.1606271698124,0.0,0.0,4271.600888078391,-2503.0692176330417,6774.670105711432,0.04022683593479519,4271.60088807839,9.094947017729282e-13,36005,NotLowIncome,Other,Overnight,105429,NYC
264,0.0174322732837644,-0.02535915190078685,0.10667554884036634,-0.04467496013294116,0.0,0.0,0.036641436806638325,-0.070034112033728,0.10667554884036634,509527.7699076544,509528.44462471816,509528.10726618627,-12921.200669883634,54354.19049221347,-22763.147878729837,0.0,0.0,18669.841943599997,-35684.34854861347,54354.19049221347,0.03664143680663836,18669.841943600015,-1.8189894035458565e-11,36005,NotLowIncome,Other,Peak,509523,NYC
265,0.03371523710091605,-0.0031898013292698075,0.1819563255509331,-0.013913268416321439,0.0,0.0,0.16485325580534188,-0.017103069745591247,0.1819563255509331,14458.614399993989,14650.877707174957,14554.746053584473,-46.42674830890824,2648.328111237175,-202.50408857491595,0.0,0.0,2399.3972743533513,-248.93083688382418,2648.328111237175,0.16485325580534185,2399.397274353351,4.547473508864641e-13,36005,Senior,Commute,Overnight,14458,NYC
266,0.03864344487296402,-0.015128769864782707,-0.19207925041625895,-0.006156273637007559,0.0,0.0,-0.2133642939180492,-0.021285043501790266,-0.19207925041625895,96361.499104118,96363.29820056082,96362.39865233941,-1457.8445528296902,-18509.217301454075,-593.2332944222098,0.0,0.0,-20560.295148705976,-2051.0778472519,-18509.217301454075,-0.21336429391804923,-20560.295148705976,0.0,36005,Senior,Commute,Peak,96360,NYC
267,0.0292880594555483,-0.0032602768338460784,-0.23472134658621757,-0.024379785768883867,0.0,0.0,-0.2623614091889475,-0.027640062602729946,-0.23472134658621757,30505.15710137767,30853.78570637709,30679.47140387738,-100.02356989270466,-7201.126840471454,-747.9589403291294,0.0,0.0,-8049.1093506932875,-847.982510221834,-7201.126840471454,-0.26236140918893985,-8049.109350693053,-2.346496330574155e-10,36005,Senior,Other,Overnight,30504,NYC
268,0.0336362260788166,-0.018473681657956077,0.060037109721213955,-0.029112793013824256,0.0,0.0,0.012450635049433622,-0.04758647467178033,0.060037109721213955,189119.2415101047,189122.05642501198,189120.64896755834,-3493.7546639727325,11354.257152612488,-5505.830308032642,0.0,0.0,2354.6721806071146,-8999.584972005374,11354.257152612488,0.012450635049433632,2354.6721806071164,-1.8189894035458565e-12,36005,Senior,Other,Peak,146239,NYC
269,0.04551251558723095,-0.0007159646262633789,0.0543983793790868,-0.0022213781822446304,0.0,0.0,0.05146103657057879,-0.002937342808508009,0.0543983793790868,12506.164964630694,12534.123742014508,12520.144353322601,-8.963980472690169,681.0755624129743,-27.811975505024133,0.0,0.0,644.2996064352599,-36.775955977714304,681.0755624129743,0.05146103657057878,644.2996064352598,1.1368683772161603e-13,36005,Student,Commute,Overnight,12506,NYC
270,0.0659486078485034,-0.0009474038648318055,0.06719058251895109,0.0014839802165349633,0.0,0.0,0.06772715887065425,0.0005365763517031578,0.06719058251895109,511198.50811398576,511198.5435729138,511198.52584344975,-484.31145908040594,34347.726734250464,758.6084990735166,0.0,0.0,34622.02377424358,274.2970399931107,34347.726734250464,0.06772715887065425,34622.02377424358,0.0,36005,Student,Commute,Peak,511198,NYC
271,0.028033801329957704,-0.002007818202900195,-0.10712357362846883,-0.015523438130421889,0.0,0.0,-0.12465482996179092,-0.017531256333322084,-0.10712357362846883,29029.95256683611,29244.622569480827,29137.28756815847,-58.50237636248614,-3121.2903701414934,-452.3108808526189,0.0,0.0,-3632.1036273565987,-510.813257215105,-3121.2903701414934,-0.12465482996179092,-3632.1036273565987,0.0,36005,Student,Other,Overnight,29029,NYC
272,0.0356421964229023,-0.011488734296909928,0.13221374501910999,-0.014808472384766298,0.0,0.0,0.10591653833743375,-0.026297206681676226,0.13221374501910999,147205.97884793492,147206.35666150265,147206.1677547188,-1691.2125482003141,19462.678728762723,-2179.8984700630285,0.0,0.0,15591.567710499377,-3871.1110182633424,19462.678728762723,0.10591653833743372,15591.567710499374,3.637978807091713e-12,36005,Student,Other,Peak,147205,NYC
273,0.054662282421105,-0.0006593803826916158,0.02209747789367879,0.0027081492845669923,0.0,0.0,0.024146246795554167,0.0020487689018753768,0.02209747789367879,4346.857968496558,4362.988806506998,4354.923387501778,-2.8715510498435903,96.2328232839853,11.793782656207004,0.0,0.0,105.15505489034871,8.922231606363413,96.2328232839853,0.024146246795554167,105.15505489034871,0.0,36027,LowIncome,Commute,Overnight,4346,NYS
274,0.0459561640305671,-0.003044456903289375,0.028110079248285014,0.014959766746505648,0.0,0.0,0.04002538909150129,0.011915309843216274,0.028110079248285014,42651.990900966084,42652.146887332296,42652.06889414919,-129.85238558436652,1198.9530367178459,638.065001912361,0.0,0.0,1707.1656530458404,508.21261632799445,1198.9530367178459,0.04002538909150129,1707.1656530458404,0.0,36027,LowIncome,Commute,Peak,42648,NYS
275,0.0534696315933919,-0.0003484968592480481,0.013702343966723464,-0.0016845681009973914,0.0,0.0,0.011669279006478024,-0.0020330649602454394,0.013702343966723464,15373.007788140994,15395.764974082935,15384.386381111965,-5.361410335275965,210.80215391097215,-25.916046551039912,0.0,0.0,179.52469702465626,-31.277456886315875,210.80215391097215,0.011669279006478024,179.52469702465626,0.0,36027,LowIncome,Other,Overnight,15372,NYS
276,0.0666642693677195,-0.0006300519291041836,0.012274809678760504,-0.00022868009902773736,0.0,0.0,0.011416077650628582,-0.000858732028131921,0.012274809678760504,87576.58069188775,87576.67029585126,87576.6254938695,-55.17782183684711,1074.9864102453332,-20.027031390453146,0.0,0.0,999.781557018033,-75.20485322730026,1074.9864102453332,0.01141607765062525,999.7815570177412,2.9183411243138835e-10,36027,LowIncome,Other,Peak,87574,NYS
277,0.0358258339923212,-0.001013279536229668,0.03009460033253347,0.00010155151345758886,0.0,0.0,0.02918287230976139,-0.0009117280227720792,0.03009460033253347,17448.550626343793,17539.06181528243,17493.806220813112,-17.726115854317193,526.4691065101583,1.7765224978573544,0.0,0.0,510.5195131536985,-15.94959335645984,526.4691065101583,0.029182872309761382,510.51951315369837,1.1368683772161603e-13,36027,NotLowIncome,Commute,Overnight,17447,NYS
278,0.0276844799617658,-0.004484604274648064,0.03546404347724323,0.0167354345743185,0.0,0.0,0.04771487377691366,0.012250830299670435,0.03546404347724323,205692.08815057157,205692.19121735718,205692.13968396437,-922.4478488882133,7294.6749846793,3442.3473461325675,0.0,0.0,9814.574481923653,2519.8994972443543,7294.6749846793,0.047714873776913656,9814.574481923652,1.8189894035458565e-12,36027,NotLowIncome,Commute,Peak,205684,NYS
279,0.0316658257335616,-0.0007155564427837626,0.017924185535237544,-0.005788548596337063,0.0,0.0,0.011420080496116716,-0.006504105039120826,0.017924185535237544,53153.625313111625,53285.16911979041,53219.39721645102,-38.081482559299765,953.9143497811726,-308.06306705519216,0.0,0.0,607.7698001666805,-346.14454961449195,953.9143497811726,0.011420080496116715,607.7698001666805,0.0,36027,NotLowIncome,Other,Overnight,53152,NYS
280,0.020677710617295,-0.00141970326486848,0.014962353660552475,-0.0024795443840681217,0.0,0.0,0.011063106011615875,-0.0038992476489366017,0.014962353660552475,300512.05874094804,300512.37172331515,300512.2152321316,-426.6381730979166,4496.3700436192175,-745.1333756227026,0.0,0.0,3324.598494898599,-1171.7715487206192,4496.3700436192175,0.011063106011615871,3324.5984948985974,1.3642420526593924e-12,36027,NotLowIncome,Other,Peak,300507,NYS
281,0.0422950629615494,-0.001266807623071221,0.021945412261972528,-0.007944481992386414,0.0,0.0,0.012734122646514892,-0.009211289615457635,0.021945412261972528,4160.876953414716,4183.895623964342,4172.3862886895295,-5.285610756909736,91.56473722149325,-33.14744773577395,0.0,0.0,53.13167872880956,-38.433058492683685,91.56473722149325,0.012734122646514896,53.131678728809575,-1.4210854715202004e-14,36027,Senior,Commute,Overnight,4160,NYS
282,0.0480594277087352,-0.0030816473902374277,0.027414260271807062,0.009943529926096399,0.0,0.0,0.034276142807666034,0.0068618825358589715,0.027414260271807062,32807.20698511593,32807.232860501,32807.219922808465,-101.10028365606804,899.3856657582852,326.21957309447197,0.0,0.0,1124.5049551966893,225.1192894384039,899.3856657582852,0.03427614280766603,1124.504955196689,2.2737367544323206e-13,36027,Senior,Commute,Peak,32805,NYS
283,0.0395937767091697,-0.000518679980453051,0.01631534199296391,-0.0008651283312533873,0.0,0.0,0.014931533681257473,-0.0013838083117064383,0.01631534199296391,13136.26915613549,13160.941909954789,13148.605533045138,-6.81991846086473,214.52399600220895,-11.375231163112396,0.0,0.0,196.32884637823184,-18.195149623977127,214.52399600220895,0.014931533681257473,196.32884637823184,0.0,36027,Senior,Other,Overnight,13136,NYS
284,0.0442705807156651,-0.0012520171043509988,0.014757842836336995,0.0006507163798429795,0.0,0.0,0.014156542111828974,-0.0006013007245080193,0.014757842836336995,65222.52333731828,65222.5432803718,65222.53330884504,-81.65972729177673,962.5438959596898,42.441370758919795,0.0,0.0,923.3255394268328,-39.218356532856944,962.5438959596898,0.01415654211183399,923.3255394271599,-3.270770321250893e-10,36027,Senior,Other,Peak,65222,NYS
285,0.05334032017073239,-0.0004292174262955435,0.01898441630779702,0.0004795941871713864,0.0,0.0,0.019034793068672864,5.037676087584294e-05,0.01898441630779702,3916.4691902425625,3922.983239532818,3919.7262148876903,-1.6824147977372668,74.41371427601335,1.879877907963437,0.0,0.0,74.61117738623953,0.19746311022617014,74.41371427601335,0.019034793068672864,74.61117738623953,0.0,36027,Student,Commute,Overnight,3916,NYS
286,0.077796230066411,-0.00022065337922563873,0.008762433668423376,0.0025298129550642414,0.0,0.0,0.01107159324426198,0.002309159575838603,0.008762433668423376,121444.39973732147,121444.552041235,121444.47588927823,-26.797133993255848,1064.1491643762424,307.23180842568297,0.0,0.0,1344.5838388086697,280.43467443242713,1064.1491643762424,0.011071593244261978,1344.5838388086695,2.2737367544323206e-13,36027,Student,Commute,Peak,121444,NYS
287,0.0381207077940872,-0.0005423636034443075,0.013297539864511041,-0.0036735957583002043,0.0,0.0,0.00908158050276653,-0.004215959361744512,0.013297539864511041,11409.220983131028,11429.09049227272,11419.155737701874,-6.193334454191728,151.84667864115067,-41.949362081391044,0.0,0.0,103.7039821055679,-48.14269653558278,151.84667864115067,0.009081580502766529,103.70398210556787,2.842170943040401e-14,36027,Student,Other,Overnight,11409,NYS
288,0.0469675885645889,-0.0008405791249737804,0.012251029246197968,-0.0008171073146428457,0.0,0.0,0.010593342806581342,-0.001657686439616626,0.012251029246197968,67461.00025021537,67461.03880845864,67461.019529337,-56.70632476580921,826.46692323224,-55.12289251068513,0.0,0.0,714.6377059557456,-111.82921727649435,826.46692323224,0.010593342806581342,714.6377059557456,0.0,36027,Student,Other,Peak,67460,NYS
289,0.04819142076231229,-0.001318177152920153,0.12596997860522072,0.0015030285188181278,0.0,0.0,0.12615482997111868,0.00018485136589797488,0.12596997860522072,53417.48991793953,53680.872283390076,53549.181100664806,-70.58730708447999,6745.589197577835,80.4859463536559,0.0,0.0,6755.487836847011,9.898639269175911,6745.589197577835,0.12615482997111868,6755.487836847011,0.0,36047,LowIncome,Commute,Overnight,53417,NYC
290,0.0386916661908589,-0.008748217680663303,-0.1304216420010606,0.0159865631676364,0.0,0.0,-0.1231832965140875,0.0072383454869730975,-0.1304216420010606,569727.1594657403,569732.8099334944,569729.9846996174,-4984.121925353225,-74305.12010176323,9108.024388896953,0.0,0.0,-70181.2176382195,4123.902463543727,-74305.12010176323,-0.12318329651409322,-70181.21763822276,3.259629011154175e-09,36047,LowIncome,Commute,Peak,569725,NYC
291,0.0450538574377925,-0.001921476140449888,-0.08962077030883409,-0.0090176996725123,0.0,0.0,-0.10055994612179628,-0.010939175812962188,-0.08962077030883409,121817.5720835501,122747.67503785687,122282.62356070348,-234.96314356350703,-10959.06291889543,-1102.7079744373007,0.0,0.0,-12296.734036896238,-1337.6711180008076,-10959.06291889543,-0.10055994612179628,-12296.734036896238,0.0,36047,LowIncome,Other,Overnight,121816,NYC
292,0.0573887023330507,-0.011578552200079646,0.07793199413218528,-0.008567512659530131,0.0,0.0,0.0577859292725755,-0.020146064859609777,0.07793199413218528,579900.1153613796,579905.7312464652,579902.9233039224,-6714.436268453249,45192.99121615837,-4968.325636704886,0.0,0.0,33510.229311000236,-11682.761905158135,45192.99121615837,0.057785929272579376,33510.229311002484,-2.2482709027826786e-09,36047,LowIncome,Other,Peak,579897,NYC
293,0.028768889152621838,-0.002159116845704444,-0.33325703935770845,-0.007419767791644542,0.0,0.0,-0.34283592399505747,-0.009578884637348985,-0.33325703935770845,105817.95723577273,106571.0003074145,106194.47877159363,-229.28628803655076,-35390.05759155631,-787.9383732399505,0.0,0.0,-36407.28225283282,-1017.2246612765011,-35390.05759155631,-0.3428359239950574,-36407.28225283281,-7.275957614183426e-12,36047,NotLowIncome,Commute,Overnight,105817,NYC
294,0.01899751479575746,-0.01470966618915486,-0.1277332810841866,0.04178283633170628,0.0,0.0,-0.1006601109416352,0.027073170142551416,-0.1277332810841866,1263724.782095243,1263738.8696831607,1263731.8258892018,-18589.073311441327,-161420.6125313378,52802.30004829686,0.0,0.0,-127207.38579448227,34213.226736855526,-161420.6125313378,-0.10066011094163517,-127207.38579448224,-2.9103830456733704e-11,36047,NotLowIncome,Commute,Peak,1263721,NYC
295,0.028960418080973924,-0.005402861138216496,0.18842347409210458,-0.025298817482571453,0.0,0.0,0.15772179547131662,-0.03070167862078795,0.18842347409210458,239242.160329146,243557.86389917246,241400.01211415924,-1304.2507442165822,45485.428928426016,-6107.134846766652,0.0,0.0,38074.04333744278,-7411.385590983235,45485.428928426016,0.1577217954713166,38074.043337442774,7.275957614183426e-12,36047,NotLowIncome,Other,Overnight,239238,NYC
296,0.0174322732837644,-0.03976279170673447,0.25647082547692407,-0.05047402773645661,0.0,0.0,0.166234006033733,-0.09023681944319108,0.25647082547692407,1112810.3490148417,1112816.7387620073,1112813.5438884245,-44248.57315406844,285404.2082029655,-56168.181679728914,0.0,0.0,184987.45336916816,-100416.75483379736,285404.2082029655,0.16623400603373295,184987.4533691681,5.820766091346741e-11,36047,NotLowIncome,Other,Peak,1112797,NYC
297,0.03371523710091604,-0.004177889824733574,-0.43827551117014335,-0.01739014940864882,0.0,0.0,-0.4598435504035257,-0.021568039233382394,-0.43827551117014335,29488.827872077858,29895.529862478474,29692.178867278166,-124.0506519637707,-13013.354870811667,-516.3514267702924,0.0,0.0,-13653.756949545728,-640.4020787340631,-13013.354870811667,-0.45984355040352576,-13653.75694954573,1.8189894035458565e-12,36047,Senior,Commute,Overnight,29488,NYC
298,0.03864344487296402,-0.01769444882108347,-0.06709869803871182,-0.0016320320037258825,0.0,0.0,-0.08642517886352118,-0.019326480824809353,-0.06709869803871182,217220.2518238285,217224.83578910935,217222.54380646892,-3843.6331841691263,-14575.34987407111,-354.51414342290474,0.0,0.0,-18773.49720166314,-4198.147327592032,-14575.34987407111,-0.08642517886352118,-18773.49720166314,0.0,36047,Senior,Commute,Peak,217216,NYC
299,0.0292880594555483,-0.004156968973758789,0.14256434173469182,-0.02328627229690921,0.0,0.0,0.11512110046402382,-0.027443241270668,0.14256434173469182,57881.614937704624,58626.48653945339,58254.05073857901,-242.16028151604323,8304.950396924854,-1356.519687896516,0.0,0.0,6706.270427512296,-1598.679969412559,8304.950396924854,0.11512110046402381,6706.270427512295,9.094947017729282e-13,36047,Senior,Other,Overnight,57880,NYC
300,0.0336362260788166,-0.026117566854721573,0.056243030523361555,-0.035351467548330545,0.0,0.0,-0.005226003879690563,-0.06146903440305212,0.056243030523361555,269662.9530624326,269662.93674331694,269662.94490287476,-7042.939991741931,15166.66124119195,-9532.980845721226,0.0,0.0,-1409.2595962712062,-16575.920837463156,15166.66124119195,-0.005226003879690565,-1409.2595962712066,4.547473508864641e-13,36047,Senior,Other,Peak,269662,NYC
301,0.04551251558723094,-0.0016209989106154388,0.022905640608362803,-0.004308085533970238,0.0,0.0,0.016976556163777124,-0.005929084444585677,0.022905640608362803,20677.019936614324,20791.14652368475,20734.08323014954,-33.60992632868224,474.92745881368745,-89.32420402394214,0.0,0.0,351.9933284610631,-122.93413035262438,474.92745881368745,0.016976556163777124,351.9933284610631,0.0,36047,Student,Commute,Overnight,20677,NYC
302,0.0659486078485034,-0.00239855085970522,0.07177261920771708,0.004341555281911941,0.0,0.0,0.07371562362992379,0.0019430044222067213,0.07177261920771708,825896.2285987082,825897.1536382722,825896.6911184902,-1980.955218509951,59276.768716560924,3585.676141639076,0.0,0.0,60881.489639690044,1604.720923129125,59276.768716560924,0.07371562362992382,60881.489639690066,-2.1827872842550278e-11,36047,Student,Commute,Peak,825896,NYC
